KEY ÚNICA,Sistema,Char,Status,Worker,Status,Servidor,Mainchar:,Servidor do main:
82b9ed76-6f14-4b73-95ac-db23167127d940,invite,Shavine zek ,Concluido,Worker-Bellum,Processado,Bellum,Shavine zek,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d942,invite,Luca Badoer,Concluido,Worker-Bellum,Processado,Bellum,Riio Sea Devil,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d955,invite,Geladoo Dteach,Concluido,Worker-Bellum,Processado,Bellum,Healler Is Back,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d961,invite,Mago Maguinus,Concluido,Worker-Bellum,Processado,Bellum,Netozera,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d966,invite,Shavine zek,Concluido,Worker-Bellum,Processado,Bellum,Shavine zek (precisa invitar pois não consigo dar apply),Bellum
82b9ed76-6f14-4b73-95ac-db23167127d968,invite,Anizzita,Concluido,Worker-Bellum,Processado,Bellum,Muajajaa,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d969,invite,Anizzita,Concluido,Worker-Bellum,Processado,Bellum,Muajajaa,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d979,invite,Gutox Humilha Coitado,Concluido,Worker-Bellum,Processado,Bellum,Assassin Starc,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1462,invite,Verudora,Concluido,Worker-Bellum,Processado,Bellum,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1468,invite,Paladino Cripitoniano,Concluido,Worker-Bellum,Processado,Bellum,drakon killer,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1469,invite,Paladino Cripitoniano,Concluido,Worker-Bellum,Processado,Bellum,Drakon Killer,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1471,invite,Maker do ze,Concluido,Worker-Bellum,Processado,Bellum,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1474,invite,venancin ea neverlight,Concluido,Worker-Bellum,Processado,Bellum,Duvel Endless,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1480,invite,Foyk,Concluido,Worker-Bellum,Processado,Bellum,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1481,invite,Motorista da transurb,Concluido,Worker-Bellum,Processado,Bellum,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1482,invite,Lord Marley,Concluido,Worker-Bellum,Processado,Bellum,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1489,invite,Cafferino,Concluido,Worker-Bellum,Processado,Bellum,Hax Rajadao,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1490,invite,Cafferino,Concluido,Worker-Bellum,Processado,Bellum,Hax Rajadao,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1500,invite,Zyka'les,Concluido,Worker-Bellum,Processado,Bellum,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1507,invite,Pipz,Concluido,Worker-Bellum,Processado,Bellum,Pipz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1508,invite,Pipz,Concluido,Worker-Bellum,Processado,Bellum,Pipz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1509,invite,Pipz,Concluido,Worker-Bellum,Processado,Bellum,Pipz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1521,invite,Hexlord,Concluido,Worker-Bellum,Processado,Bellum,Tavin LastChance,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1523,invite,Trevis Bel Lum,Concluido,Worker-Bellum,Processado,Bellum,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1524,invite,Entao Toma,Concluido,Worker-Bellum,Processado,Bellum,Uxixicaniel,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1620,invite,Beth Encrenqueira,Concluido,Worker-Bellum,Processado,Bellum,Dioclezio,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1685,invite,Beth Encrenqueira,Concluido,Worker-Bellum,Processado,Bellum,Dioclezio,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1686,invite,Imbape,Concluido,Worker-Bellum,Processado,Bellum,Imbape,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1687,invite,Jacarezi Prostibuilder,Concluido,Worker-Bellum,Processado,Bellum,Yagod on RubinOT,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1688,invite,Makerzinhaa,Concluido,Worker-Bellum,Processado,Bellum,Voivoda Faultaizen Brawzen,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1689,invite,Fee kamikaze,Concluido,Worker-Bellum,Processado,Bellum,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1690,invite,Juninzik bombinha crymore,Concluido,Worker-Bellum,Processado,Bellum,Juninzik,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1691,invite,Borso,Concluido,Worker-Bellum,Processado,Bellum,Soul Kriver,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1692,invite,Monster Absolut,Concluido,Worker-Bellum,Processado,Bellum,Magezyn,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1693,invite,Bolong dagalera,Concluido,Worker-Bellum,Processado,Bellum,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1694,invite,Jacarezi Prostibuilder,Concluido,Worker-Bellum,Processado,Bellum,Yagod on RubinOT,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1695,invite,Makerzinhaa,Concluido,Worker-Bellum,Processado,Bellum,Voivoda Faultaizen Brawzen,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1696,invite,Fee kamikaze,Concluido,Worker-Bellum,Processado,Bellum,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1697,invite,Juninzik bombinha crymore,Concluido,Worker-Bellum,Processado,Bellum,Juninzik,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1698,invite,Borso,Concluido,Worker-Bellum,Processado,Bellum,Soul Kriver,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1699,invite,Monster Absolut,Concluido,Worker-Bellum,Processado,Bellum,Magezyn,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1700,invite,Bolong dagalera,Concluido,Worker-Bellum,Processado,Bellum,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1701,invite,Delegadozoor,Concluido,Worker-Bellum,Processado,Bellum,DRIZZY EL MEJOR,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1702,invite,Imbape,Concluido,Worker-Bellum,Processado,Bellum,Impabe,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1703,invite,Gutox Humilha Coitado,Concluido,Worker-Bellum,Processado,Bellum,Assassin Starc,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1704,invite,Sigy Sauerr,Concluido,Worker-Bellum,Processado,Bellum,Hot Absolut,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1705,invite,Senhor zoro,Concluido,Worker-Bellum,Processado,Bellum,Gambetta bombest ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1706,invite,Jiustozton,Concluido,Worker-Bellum,Processado,Bellum,Jiuston tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1707,invite,Carnica Lixo,Concluido,Worker-Bellum,Processado,Bellum,Marleitinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1708,invite,Cafferino,Concluido,Worker-Bellum,Processado,Bellum,Hax Rajadao,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1709,invite,Kamikazy Honeshot,Concluido,Worker-Bellum,Processado,Bellum,Bullseyesz Nikity,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1710,invite,Vemcotoco,Concluido,Worker-Bellum,Processado,Bellum,Smiithys,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1711,invite,Penozo Grego,Concluido,Worker-Bellum,Processado,Bellum,Antthony,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1712,invite,Penozo Grego,Concluido,Worker-Bellum,Processado,Bellum,Antthony,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1713,invite,Panzonenbellum,Concluido,Worker-Bellum,Processado,Bellum,PANZON FULLTANK,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1763,invite,Ppzord,Concluido,Worker-Bellum,Processado,Bellum,Ppborderlindo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1767,invite,Baphomet Bellum,Concluido,Worker-Bellum,Processado,Bellum,Baphomet Blessings,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1771,invite,Volki Belum,Concluido,Worker-Bellum,Processado,Bellum,Enzo Shellpatrocina,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1773,invite,Bene Barbosa,Concluido,Worker-Bellum,Processado,Bellum,Mudano,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1774,invite,Chelster,Concluido,Worker-Bellum,Processado,Bellum,Mudano,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1781,invite,Evil dinasty ,Concluido,Worker-Bellum,Processado,Bellum,Evil on auroria ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1789,invite,Siena de bandido,Concluido,Worker-Bellum,Processado,Bellum,Marechal Gustavo ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1791,invite,Fee kamikaze,Concluido,Worker-Bellum,Processado,Bellum,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1796,invite,Ziiqo,Concluido,Worker-Bellum,Processado,Bellum,Hot Absolut,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1797,invite,Verizel,Concluido,Worker-Bellum,Processado,Bellum,Lukao Skulls Bones,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1801,invite,Siena de bandido,Concluido,Worker-Bellum,Processado,Bellum,Archer Bueno,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1803,invite,Allastor Moody ,Concluido,Worker-Bellum,Processado,Bellum,Negoo doce ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1810,invite,Script Code,Concluido,Worker-Bellum,Processado,Bellum,Shadow Jezim,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1816,invite,Maker do salinhas ,Concluido,Worker-Bellum,Processado,Bellum,Veriel ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1818,invite,Panzonenbellum,Concluido,Worker-Bellum,Processado,Bellum,Panzon Fulltank,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1821,invite,Capivarias De Gelo,Concluido,Worker-Bellum,Processado,Bellum,Lady Cateline,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1823,invite,Pipz,Concluido,Worker-Bellum,Processado,Bellum,Pipz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1824,invite,Chapito paramax,Concluido,Worker-Bellum,Processado,Bellum,Chapito de monk,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1825,invite,Chapito Curandero,Concluido,Worker-Bellum,Processado,Bellum,Chapito de monk,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1054,invite,Mataele,Concluido,Worker-Tenebrium,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1082,invite,Toka terrortwo,Concluido,Worker-Tenebrium,Processado,Tenebrium,Toka terror,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1140,invite,Jospa Biola,Concluido,Worker-Tenebrium,Processado,Tenebrium,Izanaa,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1212,invite,Gecco Beckerpatrocina,Concluido,Worker-Tenebrium,Processado,Tenebrium,Atropella,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1217,invite,Mazao Vesperia,Concluido,Worker-Tenebrium,Processado,Tenebrium,Mazao Auroria,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1223,invite,Elder druid ,Concluido,Worker-Tenebrium,Processado,Tenebrium,Vesperia,Zavatyy
82b9ed76-6f14-4b73-95ac-db23167127d1224,invite,Vibrakripy,Concluido,Worker-Tenebrium,Processado,Tenebrium,Bellum,Seeker 
82b9ed76-6f14-4b73-95ac-db23167127d1225,invite,Vibrakripy,Concluido,Worker-Tenebrium,Processado,Tenebrium,Bellum,Seeker 
82b9ed76-6f14-4b73-95ac-db23167127d1533,invite,Veiigaar,Concluido,Worker-Tenebrium,Processado,Tenebrium,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1536,invite,Gustavin Is Back,Concluido,Worker-Tenebrium,Processado,Tenebrium,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1540,invite,Foykannabis,Concluido,Worker-Tenebrium,Processado,Tenebrium,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1541,invite,Foykonha,Concluido,Worker-Tenebrium,Processado,Tenebrium,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1548,invite,Debilitador Racha Cuca,Concluido,Worker-Tenebrium,Processado,Tenebrium,Mrkin Saagaz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1561,invite,Iago Jamaicano,Concluido,Worker-Tenebrium,Processado,Tenebrium,Raafofinho,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1563,invite,Druidao Atormentador,Concluido,Worker-Tenebrium,Processado,Tenebrium,Rapha karalevoiskky,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1568,invite,Luca Badoer,Concluido,Worker-Tenebrium,Processado,Tenebrium,Riio Sea Devil,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1714,invite,Tomoupushtomei,Concluido,Worker-Tenebrium,Processado,Tenebrium,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1715,invite,Tomoupushtomei,Concluido,Worker-Tenebrium,Processado,Tenebrium,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1716,invite,Soldier Citizen,Concluido,Worker-Tenebrium,Processado,Tenebrium,Poncinha oz ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1717,invite,Burroo do Lula,Concluido,Worker-Tenebrium,Processado,Tenebrium,Dioclezio,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1718,invite,Cury isso back,Concluido,Worker-Tenebrium,Processado,Tenebrium,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1719,invite,Capivara Lutadora De Capoeira,Concluido,Worker-Tenebrium,Processado,Tenebrium,Soul Kriver,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1720,invite,Skeptikz,Concluido,Worker-Tenebrium,Processado,Tenebrium,Only Massacree ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1721,invite,Flitz Getinhome,Concluido,Worker-Tenebrium,Processado,Tenebrium,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1722,invite,Soldier Citizen,Concluido,Worker-Tenebrium,Processado,Tenebrium,Poncinha Oz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1723,invite,Chapoulintreis,Concluido,Worker-Tenebrium,Processado,Tenebrium,Godzillaz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1724,invite,Cury isso back,Concluido,Worker-Tenebrium,Processado,Tenebrium,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1725,invite,Capivara Lutadora De Capoeira,Concluido,Worker-Tenebrium,Processado,Tenebrium,Soul Kriver,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1726,invite,Skeptikz,Concluido,Worker-Tenebrium,Processado,Tenebrium,Only Massacree ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1727,invite,Flitz Getinhome,Concluido,Worker-Tenebrium,Processado,Tenebrium,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1728,invite,Soldier Citizen,Concluido,Worker-Tenebrium,Processado,Tenebrium,Poncinha Oz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1729,invite,Chapoulintreis,Concluido,Worker-Tenebrium,Processado,Tenebrium,Godzillaz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1730,invite,Trevis Te Nebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1731,invite,Melo de Paramax,Concluido,Worker-Tenebrium,Processado,Tenebrium,Rn Original,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1732,invite,Mage Sagaz,Concluido,Worker-Tenebrium,Processado,Tenebrium,Gambetta bombest ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1733,invite,Tablazoshoy,Concluido,Worker-Tenebrium,Processado,Tenebrium,Jiuston tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1734,invite,Volki tenebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Enzo Shellpatrocina,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1735,invite,sonny,Concluido,Worker-Tenebrium,Processado,Tenebrium,Boltada Ferroz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1736,invite,Trevis Te Nebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1737,invite,Cude Ktioro,Concluido,Worker-Tenebrium,Processado,Tenebrium,Calma Por Favor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1738,invite,sonny,Concluido,Worker-Tenebrium,Processado,Tenebrium,Boltada Ferroz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1739,invite,Ppmolotovljev,Concluido,Worker-Tenebrium,Processado,Tenebrium,Ppborderlindo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1740,invite,True Teaching,Concluido,Worker-Tenebrium,Processado,Tenebrium,SKELTH IMPROVED,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1741,invite,Goodlol,Concluido,Worker-Tenebrium,Processado,Tenebrium,Smiithys,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1761,invite,Lola Tenebroza,Concluido,Worker-Tenebrium,Processado,Tenebrium,Lola Palloza,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1782,invite,Evil on tenebrium ,Concluido,Worker-Tenebrium,Processado,Tenebrium,Evil on auroria ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1786,invite,Cude Ktioro,Concluido,Worker-Tenebrium,Processado,Tenebrium,Calma Por Favor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1788,invite,Artigo Um Sete Um,Concluido,Worker-Tenebrium,Processado,Tenebrium,Imbape,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1793,invite,Cury is back,Concluido,Worker-Tenebrium,Processado,Tenebrium,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1812,invite,Euestouaqui Evoceestaai,Concluido,Worker-Tenebrium,Processado,Tenebrium,Shadow Jezim,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1822,invite,Scorpiao Return,Concluido,Worker-Tenebrium,Processado,Tenebrium,Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1260,invite,Geladoo Dparamaxx,Concluido,Worker-Vesperia,Processado,Vesperia,Healler Is Back,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1267,invite,force tank,Concluido,Worker-Vesperia,Processado,Vesperia,MAKERS PARA SER ACEITOS NOS SEGUINTES MUNDOS. - Google Planilhas,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1275,invite,Attack Vesp,Concluido,Worker-Vesperia,Processado,Vesperia,MAKERS PARA SER ACEITOS NOS SEGUINTES MUNDOS. - Google Planilhas,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1371,invite,Natii Amora,Concluido,Worker-Vesperia,Processado,Vesperia,Bellum,Chuko
82b9ed76-6f14-4b73-95ac-db23167127d1372,invite,Natii amora,Concluido,Worker-Vesperia,Processado,Vesperia,Bellum,Chuko
82b9ed76-6f14-4b73-95ac-db23167127d1385,invite,Jowzerah ED,Concluido,Worker-Vesperia,Processado,Vesperia,Atropella,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1572,invite,Veygard Obliterator,Concluido,Worker-Vesperia,Processado,Vesperia,Bjorn Obliterator,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1574,invite,Dlzin matou voltou,Concluido,Worker-Vesperia,Processado,Vesperia,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1575,invite,Dracon Killer,Concluido,Worker-Vesperia,Processado,Vesperia,Cihpra,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1576,invite,Dracon Killer,Concluido,Worker-Vesperia,Processado,Vesperia,Cihpra,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1578,invite,Drakon Killer,Concluido,Worker-Vesperia,Processado,Vesperia,Drakon Killer,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1581,invite,Drakon Kyogou,Concluido,Worker-Vesperia,Processado,Vesperia,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1582,invite,Riickzera Fazeroquene,Concluido,Worker-Vesperia,Processado,Vesperia,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1584,invite,Seilamano Sohvim,Concluido,Worker-Vesperia,Processado,Vesperia,Felipera Borges,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1586,invite,Fightter,Concluido,Worker-Vesperia,Processado,Vesperia,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1598,invite,Kboomby Ed,Concluido,Worker-Vesperia,Processado,Vesperia,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1607,invite,Sia Slash,Concluido,Worker-Vesperia,Processado,Vesperia,Rapha karalevoiskky,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1608,invite,Sia Slash,Concluido,Worker-Vesperia,Processado,Vesperia,Rapha karalevoiskky,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1609,invite,Spirit Scourage,Concluido,Worker-Vesperia,Processado,Vesperia,Spirit Slayer,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1614,invite,Thundrak Cazador Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Thundrak,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1615,invite,Thundrak Cazador Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Thundrak,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1616,invite,Trevis Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1617,invite,Trevis Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1628,invite,Core hurb,Concluido,Worker-Vesperia,Processado,Vesperia,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1638,invite,Flitz Buscaemcasa,Concluido,Worker-Vesperia,Processado,Vesperia,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1643,invite,Euerrei Perdao,Concluido,Worker-Vesperia,Processado,Vesperia,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1646,invite,Lipe Mage overlord,Concluido,Worker-Vesperia,Processado,Vesperia,Pescotapa Trembolado,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1648,invite,Taco palitos,Concluido,Worker-Vesperia,Processado,Vesperia,Imbape,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1742,invite,Core hurb,Concluido,Worker-Vesperia,Processado,Vesperia,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1743,invite,Flitz Buscaemcasa,Concluido,Worker-Vesperia,Processado,Vesperia,Recurso Especial,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1744,invite,Euerrei Perdao,Concluido,Worker-Vesperia,Processado,Vesperia,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1745,invite,Lipe Mage overlord,Concluido,Worker-Vesperia,Processado,Vesperia,Pescotapa Trembolado,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1746,invite,Taco palitos,Concluido,Worker-Vesperia,Processado,Vesperia,Imbape,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1747,invite,Taco palitos,Concluido,Worker-Vesperia,Processado,Vesperia,Imbape,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1748,invite,Basalroom,Concluido,Worker-Vesperia,Processado,Vesperia,Gambetta bombest ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1749,invite,Elmofles,Concluido,Worker-Vesperia,Processado,Vesperia,Jiuston tejas,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1750,invite,sonny,Concluido,Worker-Vesperia,Processado,Vesperia,Guru On Vesperia,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1751,invite,Calminha Amigos,Concluido,Worker-Vesperia,Processado,Vesperia,Calma Por Favor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1752,invite,Elmofles ,Concluido,Worker-Vesperia,Processado,Vesperia,Jiuston Tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1753,invite,Kratoflam,Concluido,Worker-Vesperia,Processado,Vesperia,SKELTH IMPROVED,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1754,invite,Kratoflam,Concluido,Worker-Vesperia,Processado,Vesperia,SKELTH IMPROVED,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1755,invite,Bill Destrutor,Concluido,Worker-Vesperia,Processado,Vesperia,Bullseyesz Nikity,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1756,invite,Ballafenix,Concluido,Worker-Vesperia,Processado,Vesperia,Balla love,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1757,invite,Volki Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Enzo Shellpatrocina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1758,invite,Vemparafoodd,Concluido,Worker-Vesperia,Processado,Vesperia,Smiithys,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1759,invite,Gudark monkzada,Concluido,Worker-Vesperia,Processado,Vesperia,Gudarkness Catarina ,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1768,invite,Baphomet Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Baphomet Blessings,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1779,invite,Magic drake,Concluido,Worker-Vesperia,Processado,Vesperia,Evil on auroria ,Auroria
